"name","description","page"
"sspontaneum_eg_homolog_chrom_end","Saccharum spontaneum chromosome/scaffold end (bp)","homologs"
"sspontaneum_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"sspontaneum_eg_homolog_subtype","Last common ancestor with Saccharum spontaneum","homologs"
"sspontaneum_eg_homolog_orthology_type","Saccharum spontaneum homology type","homologs"
"sspontaneum_eg_homolog_perc_id","%id. target Saccharum spontaneum gene identical to query gene","homologs"
"sspontaneum_eg_homolog_perc_id_r1","%id. query gene identical to target Saccharum spontaneum gene","homologs"
"sspontaneum_eg_homolog_orthology_confidence","Saccharum spontaneum orthology confidence [0 low, 1 high]","homologs"
"smoellendorffii_eg_homolog_ensembl_gene","Selaginella moellendorffii gene stable ID","homologs"
"smoellendorffii_eg_homolog_associated_gene_name","Selaginella moellendorffii gene name","homologs"
"smoellendorffii_eg_homolog_ensembl_peptide","Selaginella moellendorffii protein or transcript stable ID","homologs"
"smoellendorffii_eg_homolog_chromosome","Selaginella moellendorffii chromosome/scaffold name","homologs"
"smoellendorffii_eg_homolog_chrom_start","Selaginella moellendorffii chromosome/scaffold start (bp)","homologs"
"smoellendorffii_eg_homolog_chrom_end","Selaginella moellendorffii chromosome/scaffold end (bp)","homologs"
"smoellendorffii_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"smoellendorffii_eg_homolog_subtype","Last common ancestor with Selaginella moellendorffii","homologs"
"smoellendorffii_eg_homolog_orthology_type","Selaginella moellendorffii homology type","homologs"
"smoellendorffii_eg_homolog_perc_id","%id. target Selaginella moellendorffii gene identical to query gene","homologs"
"smoellendorffii_eg_homolog_perc_id_r1","%id. query gene identical to target Selaginella moellendorffii gene","homologs"
"smoellendorffii_eg_homolog_orthology_confidence","Selaginella moellendorffii orthology confidence [0 low, 1 high]","homologs"
"sitalica_eg_homolog_ensembl_gene","Setaria italica gene stable ID","homologs"
"sitalica_eg_homolog_associated_gene_name","Setaria italica gene name","homologs"
"sitalica_eg_homolog_ensembl_peptide","Setaria italica protein or transcript stable ID","homologs"
"sitalica_eg_homolog_chromosome","Setaria italica chromosome/scaffold name","homologs"
"sitalica_eg_homolog_chrom_start","Setaria italica chromosome/scaffold start (bp)","homologs"
"sitalica_eg_homolog_chrom_end","Setaria italica chromosome/scaffold end (bp)","homologs"
"sitalica_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"sitalica_eg_homolog_subtype","Last common ancestor with Setaria italica","homologs"
"sitalica_eg_homolog_orthology_type","Setaria italica homology type","homologs"
"sitalica_eg_homolog_perc_id","%id. target Setaria italica gene identical to query gene","homologs"
"sitalica_eg_homolog_perc_id_r1","%id. query gene identical to target Setaria italica gene","homologs"
"sitalica_eg_homolog_orthology_confidence","Setaria italica orthology confidence [0 low, 1 high]","homologs"
"sviridis_eg_homolog_ensembl_gene","Setaria viridis gene stable ID","homologs"
"sviridis_eg_homolog_associated_gene_name","Setaria viridis gene name","homologs"
"sviridis_eg_homolog_ensembl_peptide","Setaria viridis protein or transcript stable ID","homologs"
"sviridis_eg_homolog_chromosome","Setaria viridis chromosome/scaffold name","homologs"
"sviridis_eg_homolog_chrom_start","Setaria viridis chromosome/scaffold start (bp)","homologs"
"sviridis_eg_homolog_chrom_end","Setaria viridis chromosome/scaffold end (bp)","homologs"
"sviridis_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"sviridis_eg_homolog_subtype","Last common ancestor with Setaria viridis","homologs"
"sviridis_eg_homolog_orthology_type","Setaria viridis homology type","homologs"
"sviridis_eg_homolog_perc_id","%id. target Setaria viridis gene identical to query gene","homologs"
"sviridis_eg_homolog_perc_id_r1","%id. query gene identical to target Setaria viridis gene","homologs"
"sviridis_eg_homolog_orthology_confidence","Setaria viridis orthology confidence [0 low, 1 high]","homologs"
"stuberosum_eg_homolog_ensembl_gene","Solanum tuberosum gene stable ID","homologs"
"stuberosum_eg_homolog_associated_gene_name","Solanum tuberosum gene name","homologs"
"stuberosum_eg_homolog_ensembl_peptide","Solanum tuberosum protein or transcript stable ID","homologs"
"stuberosum_eg_homolog_chromosome","Solanum tuberosum chromosome/scaffold name","homologs"
"stuberosum_eg_homolog_chrom_start","Solanum tuberosum chromosome/scaffold start (bp)","homologs"
"stuberosum_eg_homolog_chrom_end","Solanum tuberosum chromosome/scaffold end (bp)","homologs"
"stuberosum_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"stuberosum_eg_homolog_subtype","Last common ancestor with Solanum tuberosum","homologs"
"stuberosum_eg_homolog_orthology_type","Solanum tuberosum homology type","homologs"
"stuberosum_eg_homolog_perc_id","%id. target Solanum tuberosum gene identical to query gene","homologs"
"stuberosum_eg_homolog_perc_id_r1","%id. query gene identical to target Solanum tuberosum gene","homologs"
"stuberosum_eg_homolog_goc_score","Solanum tuberosum Gene-order conservation score","homologs"
"stuberosum_eg_homolog_wga_coverage","Solanum tuberosum Whole-genome alignment coverage","homologs"
"stuberosum_eg_homolog_orthology_confidence","Solanum tuberosum orthology confidence [0 low, 1 high]","homologs"
"sbicolor_eg_homolog_ensembl_gene","Sorghum bicolor gene stable ID","homologs"
"sbicolor_eg_homolog_associated_gene_name","Sorghum bicolor gene name","homologs"
"sbicolor_eg_homolog_ensembl_peptide","Sorghum bicolor protein or transcript stable ID","homologs"
"sbicolor_eg_homolog_chromosome","Sorghum bicolor chromosome/scaffold name","homologs"
"sbicolor_eg_homolog_chrom_start","Sorghum bicolor chromosome/scaffold start (bp)","homologs"
"sbicolor_eg_homolog_chrom_end","Sorghum bicolor chromosome/scaffold end (bp)","homologs"
"sbicolor_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"sbicolor_eg_homolog_subtype","Last common ancestor with Sorghum bicolor","homologs"
"sbicolor_eg_homolog_orthology_type","Sorghum bicolor homology type","homologs"
"sbicolor_eg_homolog_perc_id","%id. target Sorghum bicolor gene identical to query gene","homologs"
"sbicolor_eg_homolog_perc_id_r1","%id. query gene identical to target Sorghum bicolor gene","homologs"
"sbicolor_eg_homolog_orthology_confidence","Sorghum bicolor orthology confidence [0 low, 1 high]","homologs"
"tccriollo_eg_homolog_ensembl_gene","Theobroma cacao Belizian Criollo B97-61/B2 gene stable ID","homologs"
"tccriollo_eg_homolog_associated_gene_name","Theobroma cacao Belizian Criollo B97-61/B2 gene name","homologs"
"tccriollo_eg_homolog_ensembl_peptide","Theobroma cacao Belizian Criollo B97-61/B2 protein or transcript stable ID","homologs"
"tccriollo_eg_homolog_chromosome","Theobroma cacao Belizian Criollo B97-61/B2 chromosome/scaffold name","homologs"
"tccriollo_eg_homolog_chrom_start","Theobroma cacao Belizian Criollo B97-61/B2 chromosome/scaffold start (bp)","homologs"
"tccriollo_eg_homolog_chrom_end","Theobroma cacao Belizian Criollo B97-61/B2 chromosome/scaffold end (bp)","homologs"
"tccriollo_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"tccriollo_eg_homolog_subtype","Last common ancestor with Theobroma cacao Belizian Criollo B97-61/B2","homologs"
"tccriollo_eg_homolog_orthology_type","Theobroma cacao Belizian Criollo B97-61/B2 homology type","homologs"
"tccriollo_eg_homolog_perc_id","%id. target Theobroma cacao Belizian Criollo B97-61/B2 gene identical to query gene","homologs"
"tccriollo_eg_homolog_perc_id_r1","%id. query gene identical to target Theobroma cacao Belizian Criollo B97-61/B2 gene","homologs"
"tccriollo_eg_homolog_orthology_confidence","Theobroma cacao Belizian Criollo B97-61/B2 orthology confidence [0 low, 1 high]","homologs"
"tcmatina_eg_homolog_ensembl_gene","Theobroma cacao Matina 1-6 gene stable ID","homologs"
"tcmatina_eg_homolog_associated_gene_name","Theobroma cacao Matina 1-6 gene name","homologs"
"tcmatina_eg_homolog_ensembl_peptide","Theobroma cacao Matina 1-6 protein or transcript stable ID","homologs"
"tcmatina_eg_homolog_chromosome","Theobroma cacao Matina 1-6 chromosome/scaffold name","homologs"
"tcmatina_eg_homolog_chrom_start","Theobroma cacao Matina 1-6 chromosome/scaffold start (bp)","homologs"
"tcmatina_eg_homolog_chrom_end","Theobroma cacao Matina 1-6 chromosome/scaffold end (bp)","homologs"
"tcmatina_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"tcmatina_eg_homolog_subtype","Last common ancestor with Theobroma cacao Matina 1-6","homologs"
"tcmatina_eg_homolog_orthology_type","Theobroma cacao Matina 1-6 homology type","homologs"
"tcmatina_eg_homolog_perc_id","%id. target Theobroma cacao Matina 1-6 gene identical to query gene","homologs"
"tcmatina_eg_homolog_perc_id_r1","%id. query gene identical to target Theobroma cacao Matina 1-6 gene","homologs"
"tcmatina_eg_homolog_orthology_confidence","Theobroma cacao Matina 1-6 orthology confidence [0 low, 1 high]","homologs"
"tpratense_eg_homolog_ensembl_gene","Trifolium pratense gene stable ID","homologs"
"tpratense_eg_homolog_associated_gene_name","Trifolium pratense gene name","homologs"
"tpratense_eg_homolog_ensembl_peptide","Trifolium pratense protein or transcript stable ID","homologs"
"tpratense_eg_homolog_chromosome","Trifolium pratense chromosome/scaffold name","homologs"
"tpratense_eg_homolog_chrom_start","Trifolium pratense chromosome/scaffold start (bp)","homologs"
"tpratense_eg_homolog_chrom_end","Trifolium pratense chromosome/scaffold end (bp)","homologs"
"tpratense_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"tpratense_eg_homolog_subtype","Last common ancestor with Trifolium pratense","homologs"
"tpratense_eg_homolog_orthology_type","Trifolium pratense homology type","homologs"
"tpratense_eg_homolog_perc_id","%id. target Trifolium pratense gene identical to query gene","homologs"
"tpratense_eg_homolog_perc_id_r1","%id. query gene identical to target Trifolium pratense gene","homologs"
"tpratense_eg_homolog_orthology_confidence","Trifolium pratense orthology confidence [0 low, 1 high]","homologs"
"taestivum_eg_homolog_ensembl_gene","Triticum aestivum gene stable ID","homologs"
"taestivum_eg_homolog_associated_gene_name","Triticum aestivum gene name","homologs"
"taestivum_eg_homolog_ensembl_peptide","Triticum aestivum protein or transcript stable ID","homologs"
"taestivum_eg_homolog_chromosome","Triticum aestivum chromosome/scaffold name","homologs"
"taestivum_eg_homolog_chrom_start","Triticum aestivum chromosome/scaffold start (bp)","homologs"
"taestivum_eg_homolog_chrom_end","Triticum aestivum chromosome/scaffold end (bp)","homologs"
"taestivum_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"taestivum_eg_homolog_subtype","Last common ancestor with Triticum aestivum","homologs"
"taestivum_eg_homolog_orthology_type","Triticum aestivum homology type","homologs"
"taestivum_eg_homolog_perc_id","%id. target Triticum aestivum gene identical to query gene","homologs"
"taestivum_eg_homolog_perc_id_r1","%id. query gene identical to target Triticum aestivum gene","homologs"
"taestivum_eg_homolog_orthology_confidence","Triticum aestivum orthology confidence [0 low, 1 high]","homologs"
"tdicoccoides_eg_homolog_ensembl_gene","Triticum dicoccoides gene stable ID","homologs"
"tdicoccoides_eg_homolog_associated_gene_name","Triticum dicoccoides gene name","homologs"
"tdicoccoides_eg_homolog_ensembl_peptide","Triticum dicoccoides protein or transcript stable ID","homologs"
"tdicoccoides_eg_homolog_chromosome","Triticum dicoccoides chromosome/scaffold name","homologs"
"tdicoccoides_eg_homolog_chrom_start","Triticum dicoccoides chromosome/scaffold start (bp)","homologs"
"tdicoccoides_eg_homolog_chrom_end","Triticum dicoccoides chromosome/scaffold end (bp)","homologs"
"tdicoccoides_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"tdicoccoides_eg_homolog_subtype","Last common ancestor with Triticum dicoccoides","homologs"
"tdicoccoides_eg_homolog_orthology_type","Triticum dicoccoides homology type","homologs"
"tdicoccoides_eg_homolog_perc_id","%id. target Triticum dicoccoides gene identical to query gene","homologs"
"tdicoccoides_eg_homolog_perc_id_r1","%id. query gene identical to target Triticum dicoccoides gene","homologs"
"tdicoccoides_eg_homolog_orthology_confidence","Triticum dicoccoides orthology confidence [0 low, 1 high]","homologs"
"tturgidum_eg_homolog_ensembl_gene","Triticum turgidum gene stable ID","homologs"
"tturgidum_eg_homolog_associated_gene_name","Triticum turgidum gene name","homologs"
"tturgidum_eg_homolog_ensembl_peptide","Triticum turgidum protein or transcript stable ID","homologs"
"tturgidum_eg_homolog_chromosome","Triticum turgidum chromosome/scaffold name","homologs"
"tturgidum_eg_homolog_chrom_start","Triticum turgidum chromosome/scaffold start (bp)","homologs"
"tturgidum_eg_homolog_chrom_end","Triticum turgidum chromosome/scaffold end (bp)","homologs"
"tturgidum_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"tturgidum_eg_homolog_subtype","Last common ancestor with Triticum turgidum","homologs"
"tturgidum_eg_homolog_orthology_type","Triticum turgidum homology type","homologs"
"tturgidum_eg_homolog_perc_id","%id. target Triticum turgidum gene identical to query gene","homologs"
"tturgidum_eg_homolog_perc_id_r1","%id. query gene identical to target Triticum turgidum gene","homologs"
"tturgidum_eg_homolog_orthology_confidence","Triticum turgidum orthology confidence [0 low, 1 high]","homologs"
"turartu_eg_homolog_ensembl_gene","Triticum urartu gene stable ID","homologs"
"turartu_eg_homolog_associated_gene_name","Triticum urartu gene name","homologs"
"turartu_eg_homolog_ensembl_peptide","Triticum urartu protein or transcript stable ID","homologs"
"turartu_eg_homolog_chromosome","Triticum urartu chromosome/scaffold name","homologs"
"turartu_eg_homolog_chrom_start","Triticum urartu chromosome/scaffold start (bp)","homologs"
"turartu_eg_homolog_chrom_end","Triticum urartu chromosome/scaffold end (bp)","homologs"
"turartu_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"turartu_eg_homolog_subtype","Last common ancestor with Triticum urartu","homologs"
"turartu_eg_homolog_orthology_type","Triticum urartu homology type","homologs"
"turartu_eg_homolog_perc_id","%id. target Triticum urartu gene identical to query gene","homologs"
"turartu_eg_homolog_perc_id_r1","%id. query gene identical to target Triticum urartu gene","homologs"
"turartu_eg_homolog_orthology_confidence","Triticum urartu orthology confidence [0 low, 1 high]","homologs"
"vangularis_eg_homolog_ensembl_gene","Vigna angularis gene stable ID","homologs"
"vangularis_eg_homolog_associated_gene_name","Vigna angularis gene name","homologs"
"vangularis_eg_homolog_ensembl_peptide","Vigna angularis protein or transcript stable ID","homologs"
"vangularis_eg_homolog_chromosome","Vigna angularis chromosome/scaffold name","homologs"
"vangularis_eg_homolog_chrom_start","Vigna angularis chromosome/scaffold start (bp)","homologs"
"vangularis_eg_homolog_chrom_end","Vigna angularis chromosome/scaffold end (bp)","homologs"
"vangularis_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"vangularis_eg_homolog_subtype","Last common ancestor with Vigna angularis","homologs"
"vangularis_eg_homolog_orthology_type","Vigna angularis homology type","homologs"
"vangularis_eg_homolog_perc_id","%id. target Vigna angularis gene identical to query gene","homologs"
"vangularis_eg_homolog_perc_id_r1","%id. query gene identical to target Vigna angularis gene","homologs"
"vangularis_eg_homolog_orthology_confidence","Vigna angularis orthology confidence [0 low, 1 high]","homologs"
"vradiata_eg_homolog_ensembl_gene","Vigna radiata gene stable ID","homologs"
"vradiata_eg_homolog_associated_gene_name","Vigna radiata gene name","homologs"
"vradiata_eg_homolog_ensembl_peptide","Vigna radiata protein or transcript stable ID","homologs"
"vradiata_eg_homolog_chromosome","Vigna radiata chromosome/scaffold name","homologs"
"vradiata_eg_homolog_chrom_start","Vigna radiata chromosome/scaffold start (bp)","homologs"
"vradiata_eg_homolog_chrom_end","Vigna radiata chromosome/scaffold end (bp)","homologs"
"vradiata_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"vradiata_eg_homolog_subtype","Last common ancestor with Vigna radiata","homologs"
"vradiata_eg_homolog_orthology_type","Vigna radiata homology type","homologs"
"vradiata_eg_homolog_perc_id","%id. target Vigna radiata gene identical to query gene","homologs"
"vradiata_eg_homolog_perc_id_r1","%id. query gene identical to target Vigna radiata gene","homologs"
"vradiata_eg_homolog_orthology_confidence","Vigna radiata orthology confidence [0 low, 1 high]","homologs"
"vvinifera_eg_homolog_ensembl_gene","Vitis vinifera gene stable ID","homologs"
"vvinifera_eg_homolog_associated_gene_name","Vitis vinifera gene name","homologs"
"vvinifera_eg_homolog_ensembl_peptide","Vitis vinifera protein or transcript stable ID","homologs"
"vvinifera_eg_homolog_chromosome","Vitis vinifera chromosome/scaffold name","homologs"
"vvinifera_eg_homolog_chrom_start","Vitis vinifera chromosome/scaffold start (bp)","homologs"
"vvinifera_eg_homolog_chrom_end","Vitis vinifera chromosome/scaffold end (bp)","homologs"
"vvinifera_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"vvinifera_eg_homolog_subtype","Last common ancestor with Vitis vinifera","homologs"
"vvinifera_eg_homolog_orthology_type","Vitis vinifera homology type","homologs"
"vvinifera_eg_homolog_perc_id","%id. target Vitis vinifera gene identical to query gene","homologs"
"vvinifera_eg_homolog_perc_id_r1","%id. query gene identical to target Vitis vinifera gene","homologs"
"vvinifera_eg_homolog_wga_coverage","Vitis vinifera Whole-genome alignment coverage","homologs"
"vvinifera_eg_homolog_orthology_confidence","Vitis vinifera orthology confidence [0 low, 1 high]","homologs"
"zmays_eg_homolog_ensembl_gene","Zea mays gene stable ID","homologs"
"zmays_eg_homolog_associated_gene_name","Zea mays gene name","homologs"
"zmays_eg_homolog_ensembl_peptide","Zea mays protein or transcript stable ID","homologs"
"zmays_eg_homolog_chromosome","Zea mays chromosome/scaffold name","homologs"
"zmays_eg_homolog_chrom_start","Zea mays chromosome/scaffold start (bp)","homologs"
"zmays_eg_homolog_chrom_end","Zea mays chromosome/scaffold end (bp)","homologs"
"zmays_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"zmays_eg_homolog_subtype","Last common ancestor with Zea mays","homologs"
"zmays_eg_homolog_orthology_type","Zea mays homology type","homologs"
"zmays_eg_homolog_perc_id","%id. target Zea mays gene identical to query gene","homologs"
"zmays_eg_homolog_perc_id_r1","%id. query gene identical to target Zea mays gene","homologs"
"zmays_eg_homolog_orthology_confidence","Zea mays orthology confidence [0 low, 1 high]","homologs"
"slycopersicum_eg_paralog_ensembl_gene","Solanum lycopersicum paralogue gene stable ID","homologs"
"slycopersicum_eg_paralog_associated_gene_name","Solanum lycopersicum paralogue associated gene name","homologs"
"slycopersicum_eg_paralog_ensembl_peptide","Solanum lycopersicum paralogue protein or transcript ID","homologs"
"slycopersicum_eg_paralog_chromosome","Solanum lycopersicum paralogue chromosome/scaffold name","homologs"
"slycopersicum_eg_paralog_chrom_start","Solanum lycopersicum paralogue chromosome/scaffold start (bp)","homologs"
"slycopersicum_eg_paralog_chrom_end","Solanum lycopersicum paralogue chromosome/scaffold end (bp)","homologs"
"slycopersicum_eg_paralog_canonical_transcript_protein","Paralogue query protein or transcript ID","homologs"
"slycopersicum_eg_paralog_subtype","Paralogue last common ancestor with Solanum lycopersicum","homologs"
"slycopersicum_eg_paralog_orthology_type","Solanum lycopersicum paralogue homology type","homologs"
"slycopersicum_eg_paralog_perc_id","Paralogue %id. target Solanum lycopersicum gene identical to query gene","homologs"
"slycopersicum_eg_paralog_perc_id_r1","Paralogue %id. query gene identical to target Solanum lycopersicum gene","homologs"
"ensembl_gene_id","Gene stable ID","snp"
"ensembl_transcript_id","Transcript stable ID","snp"
"ensembl_peptide_id","Protein stable ID","snp"
"chromosome_name","Chromosome/scaffold name","snp"
"start_position","Gene start (bp)","snp"
"end_position","Gene end (bp)","snp"
"strand","Strand","snp"
"band","Karyotype band","snp"
"external_gene_name","Gene name","snp"
"external_gene_source","Source of gene name","snp"
"transcript_count","Transcript count","snp"
"percentage_gene_gc_content","Gene % GC content","snp"
"description","Gene description","snp"
"variation_name","Variant name","snp"
"germ_line_variation_source","Variant source","snp"
"source_description","Variant source description","snp"
"allele","Variant alleles","snp"
"validated","Variant supporting evidence","snp"
"mapweight","Mapweight","snp"
"minor_allele","Minor allele","snp"
"minor_allele_freq","Minor allele frequency","snp"
"minor_allele_count","Minor allele count","snp"
"clinical_significance","Clinical significance","snp"
"transcript_location","Transcript location (bp)","snp"
"snp_chromosome_strand","Variant chromosome Strand","snp"
"peptide_location","Protein location (aa)","snp"
"chromosome_start","chromosome/scaffold position start (bp)","snp"
"chromosome_end","Chromosome/scaffold position end (bp)","snp"
"polyphen_prediction_2076","PolyPhen prediction","snp"
"polyphen_score_2076","PolyPhen score","snp"
"sift_prediction_2076","SIFT prediction","snp"
"sift_score_2076","SIFT score","snp"
"distance_to_transcript_2076","Distance to transcript","snp"
"cds_start_2076","CDS start","snp"
"cds_end_2076","CDS end","snp"
"peptide_shift","Protein allele","snp"
"synonymous_status","Variant consequence","snp"
"allele_string_2076","Consequence specific allele","snp"
"transcript_exon_intron","Unspliced (Transcript)","sequences"
"gene_exon_intron","Unspliced (Gene)","sequences"
"transcript_flank","Flank (Transcript)","sequences"
"gene_flank","Flank (Gene)","sequences"
"coding_transcript_flank","Flank-coding region (Transcript)","sequences"
"coding_gene_flank","Flank-coding region (Gene)","sequences"
"5utr","5' UTR","sequences"
"3utr","3' UTR","sequences"
"gene_exon","Exon sequences","sequences"
"cdna","cDNA sequences","sequences"
"coding","Coding sequence","sequences"
"peptide","Peptide","sequences"
"upstream_flank","upstream_flank","sequences"
"downstream_flank","downstream_flank","sequences"
"ensembl_gene_id","Gene stable ID","sequences"
"description","Gene description","sequences"
"external_gene_name","Gene name","sequences"
"external_gene_source","Source of gene name","sequences"
"chromosome_name","Chromosome/scaffold name","sequences"
"start_position","Gene start (bp)","sequences"
"end_position","Gene end (bp)","sequences"
"gene_biotype","Gene type","sequences"
"uniparc","UniParc ID","sequences"
"uniprotswissprot","UniProtKB/Swiss-Prot ID","sequences"
"uniprotsptrembl","UniProtKB/TrEMBL ID","sequences"
"cdna_coding_start","CDS start (within cDNA)","sequences"
"cdna_coding_end","CDS end (within cDNA)","sequences"
"5_utr_start","5' UTR start","sequences"
"5_utr_end","5' UTR end","sequences"
"3_utr_start","3' UTR start","sequences"
"3_utr_end","3' UTR end","sequences"
"ensembl_transcript_id","Transcript stable ID","sequences"
"ensembl_peptide_id","Protein stable ID","sequences"
"transcript_biotype","Transcript type","sequences"
"strand","Strand","sequences"
"transcript_start","Transcript start (bp)","sequences"
"transcript_end","Transcript end (bp)","sequences"
"transcription_start_site","Transcription start site (TSS)","sequences"
"transcript_length","Transcript length (including UTRs and CDS)","sequences"
"cds_length","CDS Length","sequences"
"cds_start","CDS start","sequences"
"cds_end","CDS end","sequences"
"ensembl_exon_id","Exon stable ID","sequences"
"exon_chrom_start","Exon region start (bp)","sequences"
"exon_chrom_end","Exon region end (bp)","sequences"
"strand","Strand","sequences"
"rank","Exon rank in transcript","sequences"
"phase","Start phase","sequences"
"end_phase","End phase","sequences"
"cdna_coding_start","cDNA coding start","sequences"
"cdna_coding_end","cDNA coding end","sequences"
"genomic_coding_start","Genomic coding start","sequences"
"genomic_coding_end","Genomic coding end","sequences"
"is_constitutive","Constitutive exon","sequences"
